Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/02 13:01,10,800000074,10,800000071,3982.77,US Dollar,3982.77,US Dollar,Credit Card,0
2022/09/02 13:18,1,800000026,10,800000088,187.53,US Dollar,187.53,US Dollar,Credit Card,0
2022/09/02 13:19,20,800000121,10,800000103,190.72,US Dollar,190.72,US Dollar,Wire,0
2022/09/02 13:30,1,800000023,1,800000024,2564.73,US Dollar,2564.73,US Dollar,Credit Card,0
2022/09/02 13:40,20,800000159,10,800000111,337.61,US Dollar,337.61,US Dollar,Cheque,0
2022/09/02 13:45,10,800000069,10,800000075,3558.37,US Dollar,3558.37,US Dollar,Credit Card,0
2022/09/02 13:51,1,800000054,20,800000125,4414.15,US Dollar,4414.15,US Dollar,Cheque,0
2022/09/02 14:05,20,800000143,10,800000069,4597.35,US Dollar,4597.35,US Dollar,Credit Card,0
2022/09/02 14:06,10,800000091,1,800000037,4642.72,US Dollar,4642.72,US Dollar,Credit Card,0
2022/09/02 15:11,1,800000029,1,800000034,1801.50,US Dollar,1801.50,US Dollar,ACH,0
2022/09/02 15:20,20,800000131,20,800000132,4900.00,US Dollar,4900.00,US Dollar,ACH,1
2022/09/02 15:37,10,800000083,1,800000056,509.86,US Dollar,509.86,US Dollar,Wire,0
2022/09/02 15:46,20,800000151,10,800000081,3463.09,US Dollar,3463.09,US Dollar,Wire,0
2022/09/02 16:17,10,800000113,1,800000053,478.13,US Dollar,478.13,US Dollar,Credit Card,0
2022/09/02 16:17,10,800000085,20,800000143,4645.07,US Dollar,4645.07,US Dollar,Credit Card,0
2022/09/02 16:20,10,800000108,1,800000026,2343.16,US Dollar,2343.16,US Dollar,Wire,0
2022/09/02 16:22,20,800000124,10,800000103,1961.40,US Dollar,1961.40,US Dollar,Cheque,0
2022/09/02 16:50,20,800000133,10,800000108,4741.35,US Dollar,4741.35,US Dollar,Wire,0
2022/09/02 16:51,1,800000046,10,800000100,1795.92,US Dollar,1795.92,US Dollar,Cheque,0
2022/09/02 16:55,10,800000062,20,800000131,1360.82,US Dollar,1360.82,US Dollar,Wire,0
2022/09/02 17:00,10,800000100,1,800000051,3468.83,US Dollar,3468.83,US Dollar,Credit Card,0
2022/09/02 17:14,20,800000159,10,800000094,3099.06,US Dollar,3099.06,US Dollar,Wire,0
2022/09/02 17:35,10,800000070,20,800000137,558.12,US Dollar,558.12,US Dollar,ACH,0
2022/09/02 18:15,20,800000134,10,800000079,2586.55,US Dollar,2586.55,US Dollar,Wire,0
2022/09/02 18:20,10,800000071,1,800000030,1549.08,US Dollar,1549.08,US Dollar,Wire,0
2022/09/02 18:25,1,800000027,10,800000081,3421.47,US Dollar,3421.47,US Dollar,ACH,0
2022/09/02 18:45,10,800000096,1,800000041,3242.52,US Dollar,3242.52,US Dollar,ACH,0
2022/09/02 18:53,10,800000086,10,800000072,3231.20,US Dollar,3231.20,US Dollar,Cheque,0
2022/09/02 18:55,1,800000055,20,800000155,1793.01,US Dollar,1793.01,US Dollar,Credit Card,0
2022/09/02 19:12,20,800000155,1,800000023,4737.69,US Dollar,4737.69,US Dollar,Cheque,0
2022/09/02 19:43,1,800000045,20,800000140,3667.74,US Dollar,3667.74,US Dollar,Cheque,0
2022/09/02 19:56,20,800000159,10,800000116,2212.89,US Dollar,2212.89,US Dollar,Cheque,0
2022/09/02 19:58,1,800000053,10,800000083,744.66,US Dollar,744.66,US Dollar,Cheque,0
2022/09/02 20:08,20,800000136,1,800000042,1543.96,US Dollar,1543.96,US Dollar,ACH,0
2022/09/02 20:20,1,800000049,20,800000123,149.07,US Dollar,149.07,US Dollar,Cheque,0
2022/09/02 20:22,10,800000106,1,800000027,2397.96,US Dollar,2397.96,US Dollar,Cheque,0
2022/09/02 20:30,1,800000046,20,800000157,938.06,US Dollar,938.06,US Dollar,Cheque,0
2022/09/02 20:50,10,800000099,10,800000116,3106.59,US Dollar,3106.59,US Dollar,Cheque,0
2022/09/02 21:01,10,800000102,1,800000046,4124.23,US Dollar,4124.23,US Dollar,Wire,0
2022/09/02 21:05,10,800000079,1,800000033,525.94,US Dollar,525.94,US Dollar,Wire,0
2022/09/02 21:05,10,800000119,10,800000082,1261.23,US Dollar,1261.23,US Dollar,ACH,0
2022/09/02 21:16,1,800000031,20,800000122,4642.35,US Dollar,4642.35,US Dollar,Wire,0
2022/09/02 21:21,20,800000125,1,800000026,901.96,US Dollar,901.96,US Dollar,Wire,0
2022/09/02 21:27,20,800000142,10,800000073,4180.00,US Dollar,4180.00,US Dollar,Credit Card,0
2022/09/02 22:13,1,800000054,1,800000031,1723.42,US Dollar,1723.42,US Dollar,Cheque,0
2022/09/02 22:56,10,800000114,20,800000141,2679.00,US Dollar,2679.00,US Dollar,Wire,0
2022/09/02 23:01,20,800000129,20,800000146,272.70,US Dollar,272.70,US Dollar,Wire,0
2022/09/02 23:02,10,800000075,1,800000038,265.13,US Dollar,265.13,US Dollar,ACH,0
2022/09/02 23:07,1,800000058,20,800000134,2608.26,US Dollar,2608.26,US Dollar,Credit Card,0
2022/09/02 23:13,1,800000040,20,800000148,3590.92,US Dollar,3590.92,US Dollar,ACH,0
2022/09/02 23:35,10,800000096,1,800000028,2186.23,US Dollar,2186.23,US Dollar,ACH,0
2022/09/02 23:43,1,800000043,10,800000076,3929.34,US Dollar,3929.34,US Dollar,ACH,0
2022/09/02 23:46,1,800000024,20,800000158,297.41,US Dollar,297.41,US Dollar,Cheque,0
2022/09/02 23:48,20,800000143,10,800000077,4074.56,US Dollar,4074.56,US Dollar,Credit Card,0
2022/09/03 00:01,1,800000025,10,800000117,2315.65,US Dollar,2315.65,US Dollar,Credit Card,0
2022/09/03 00:05,20,800000137,10,800000063,3530.67,US Dollar,3530.67,US Dollar,Cheque,0
2022/09/03 00:28,1,800000047,10,800000083,3173.61,US Dollar,3173.61,US Dollar,Cheque,0
2022/09/03 01:03,10,800000117,20,800000139,2584.84,US Dollar,2584.84,US Dollar,Credit Card,0
2022/09/03 01:05,20,800000159,1,800000029,3805.92,US Dollar,3805.92,US Dollar,ACH,0
2022/09/03 01:16,1,800000045,10,800000069,1457.17,US Dollar,1457.17,US Dollar,Cheque,0
2022/09/03 01:23,20,800000125,1,800000033,941.02,US Dollar,941.02,US Dollar,Wire,0
2022/09/03 01:27,20,800000145,1,800000047,2109.24,US Dollar,2109.24,US Dollar,Wire,0
2022/09/03 01:33,10,800000102,20,800000145,142.51,US Dollar,142.51,US Dollar,Credit Card,0
2022/09/03 01:47,20,800000130,1,800000052,248.69,US Dollar,248.69,US Dollar,ACH,0
2022/09/03 01:55,10,800000115,10,800000106,2699.70,US Dollar,2699.70,US Dollar,Cheque,0
2022/09/03 02:00,20,800000141,20,800000140,2000.00,US Dollar,2000.00,US Dollar,ACH,1
2022/09/03 02:17,10,800000096,20,800000141,3924.81,US Dollar,3924.81,US Dollar,Credit Card,0
2022/09/03 02:19,10,800000087,20,800000157,637.05,US Dollar,637.05,US Dollar,Credit Card,0
2022/09/03 02:24,1,800000058,20,800000159,221.13,US Dollar,221.13,US Dollar,Cheque,0
2022/09/03 02:35,20,800000124,10,800000091,205.40,US Dollar,205.40,US Dollar,Cheque,0
2022/09/03 02:35,10,800000108,20,800000122,671.14,US Dollar,671.14,US Dollar,ACH,0
2022/09/03 02:46,1,800000043,10,800000112,1239.35,US Dollar,1239.35,US Dollar,Cheque,0
2022/09/03 02:52,20,800000130,1,800000044,3586.80,US Dollar,3586.80,US Dollar,Cheque,0
2022/09/03 02:58,10,800000081,10,800000098,605.51,US Dollar,605.51,US Dollar,Cheque,0
2022/09/03 03:03,20,800000126,1,800000033,1933.16,US Dollar,1933.16,US Dollar,Cheque,0
2022/09/03 03:06,20,800000129,10,800000100,3209.26,US Dollar,3209.26,US Dollar,Cheque,0
2022/09/03 03:10,10,800000103,1,800000034,1443.50,US Dollar,1443.50,US Dollar,Wire,0
2022/09/03 03:15,20,800000145,10,800000078,1740.10,US Dollar,1740.10,US Dollar,Wire,0
2022/09/03 03:29,1,800000028,1,800000043,1975.07,US Dollar,1975.07,US Dollar,Wire,0
2022/09/03 03:40,20,800000157,1,800000051,4672.30,US Dollar,4672.30,US Dollar,ACH,0
2022/09/03 03:45,10,800000069,20,800000127,3208.41,US Dollar,3208.41,US Dollar,Cheque,0
2022/09/03 03:45,20,800000138,10,800000066,288.85,US Dollar,288.85,US Dollar,Credit Card,0
2022/09/03 03:52,20,800000121,10,800000105,4047.66,US Dollar,4047.66,US Dollar,Credit Card,0
2022/09/03 03:56,20,800000126,10,800000077,3734.54,US Dollar,3734.54,US Dollar,Wire,0
2022/09/03 04:00,20,800000142,20,800000140,2091.13,US Dollar,2091.13,US Dollar,ACH,1
2022/09/03 04:13,20,800000127,10,800000115,4766.07,US Dollar,4766.07,US Dollar,Wire,0
2022/09/03 04:18,1,800000053,20,800000142,386.43,US Dollar,386.43,US Dollar,ACH,0
2022/09/03 04:25,1,800000055,1,800000051,2850.48,US Dollar,2850.48,US Dollar,Credit Card,0
2022/09/03 04:49,10,800000119,20,800000140,256.79,US Dollar,256.79,US Dollar,Credit Card,0
2022/09/03 05:18,1,800000035,10,800000062,1850.12,US Dollar,1850.12,US Dollar,Credit Card,0
2022/09/03 05:52,20,800000121,10,800000113,478.94,US Dollar,478.94,US Dollar,ACH,0
2022/09/03 05:57,20,800000154,10,800000098,265.73,US Dollar,265.73,US Dollar,ACH,0
2022/09/03 06:00,20,800000143,20,800000140,2182.26,US Dollar,2182.26,US Dollar,ACH,1
2022/09/03 06:22,20,800000142,10,800000100,893.78,US Dollar,893.78,US Dollar,Credit Card,0
2022/09/03 06:24,10,800000077,1,800000026,3185.16,US Dollar,3185.16,US Dollar,Credit Card,0
2022/09/03 06:40,20,800000146,10,800000093,3197.27,US Dollar,3197.27,US Dollar,ACH,0
2022/09/03 06:43,20,800000129,20,800000151,1607.65,US Dollar,1607.65,US Dollar,ACH,0
2022/09/03 06:55,1,800000032,10,800000082,3567.57,US Dollar,3567.57,US Dollar,Wire,0
2022/09/03 07:18,20,800000129,20,800000138,1151.31,US Dollar,1151.31,US Dollar,Cheque,0
2022/09/03 07:26,10,800000088,20,800000121,425.34,US Dollar,425.34,US Dollar,Wire,0
2022/09/03 07:44,20,800000154,10,800000101,3357.46,US Dollar,3357.46,US Dollar,Cheque,0
2022/09/03 07:45,20,800000145,1,800000043,2282.55,US Dollar,2282.55,US Dollar,Credit Card,0
2022/09/03 08:00,20,800000144,20,800000140,2273.39,US Dollar,2273.39,US Dollar,ACH,1
2022/09/03 08:05,1,800000035,10,800000104,3232.56,US Dollar,3232.56,US Dollar,Credit Card,0
2022/09/03 08:07,1,800000044,20,800000130,1732.91,US Dollar,1732.91,US Dollar,Wire,0
2022/09/03 08:29,20,800000130,20,800000135,4268.43,US Dollar,4268.43,US Dollar,Credit Card,0
2022/09/03 08:43,10,800000094,20,800000150,3400.71,US Dollar,3400.71,US Dollar,Wire,0
2022/09/03 08:52,1,800000020,10,800000110,1192.68,US Dollar,1192.68,US Dollar,Cheque,0
2022/09/03 08:52,20,800000138,1,800000034,2721.33,US Dollar,2721.33,US Dollar,Cheque,0
2022/09/03 09:01,20,800000129,20,800000123,3420.12,US Dollar,3420.12,US Dollar,Credit Card,0
2022/09/03 09:10,10,800000068,1,800000024,2144.93,US Dollar,2144.93,US Dollar,Cheque,0
2022/09/03 09:19,1,800000043,20,800000155,1071.88,US Dollar,1071.88,US Dollar,Wire,0
2022/09/03 09:21,20,800000126,1,800000035,1032.46,US Dollar,1032.46,US Dollar,Wire,0
2022/09/03 09:48,20,800000154,1,800000043,3118.62,US Dollar,3118.62,US Dollar,Credit Card,0
2022/09/03 09:53,1,800000040,10,800000089,2154.79,US Dollar,2154.79,US Dollar,Wire,0
2022/09/03 10:00,20,800000145,20,800000140,2364.52,US Dollar,2364.52,US Dollar,ACH,1
2022/09/03 10:12,1,800000035,20,800000142,4074.67,US Dollar,4074.67,US Dollar,ACH,0
2022/09/03 10:24,20,800000136,1,800000020,4761.23,US Dollar,4761.23,US Dollar,Cheque,0
2022/09/03 10:31,20,800000120,1,800000026,448.75,US Dollar,448.75,US Dollar,Cheque,0
2022/09/03 10:32,20,800000133,10,800000096,4135.79,US Dollar,4135.79,US Dollar,Credit Card,0
2022/09/03 10:50,1,800000046,1,800000053,464.66,US Dollar,464.66,US Dollar,Wire,0
2022/09/03 11:19,10,800000087,1,800000029,564.91,US Dollar,564.91,US Dollar,Credit Card,0
2022/09/03 11:39,10,800000089,1,800000051,3846.88,US Dollar,3846.88,US Dollar,Wire,0
2022/09/03 12:11,1,800000044,1,800000030,1517.43,US Dollar,1517.43,US Dollar,ACH,0
2022/09/03 12:15,20,800000158,1,800000030,3660.02,US Dollar,3660.02,US Dollar,Cheque,0
2022/09/03 12:46,20,800000135,10,800000064,4318.73,US Dollar,4318.73,US Dollar,ACH,0
2022/09/03 13:26,1,800000052,10,800000101,3101.11,US Dollar,3101.11,US Dollar,Wire,0
2022/09/03 13:42,10,800000112,20,800000151,2869.91,US Dollar,2869.91,US Dollar,Cheque,0
2022/09/03 13:54,20,800000150,20,800000134,3891.29,US Dollar,3891.29,US Dollar,Cheque,0
2022/09/03 13:56,1,800000048,10,800000095,2115.13,US Dollar,2115.13,US Dollar,ACH,0
2022/09/03 14:30,1,800000049,10,800000109,1721.93,US Dollar,1721.93,US Dollar,Cheque,0
2022/09/03 15:02,10,800000110,20,800000149,402.41,US Dollar,402.41,US Dollar,Wire,0
2022/09/03 15:09,1,800000055,20,800000128,921.57,US Dollar,921.57,US Dollar,Cheque,0
2022/09/03 15:20,20,800000140,20,800000146,1900.00,US Dollar,1900.00,US Dollar,ACH,1
2022/09/03 15:24,10,800000060,20,800000132,2024.20,US Dollar,2024.20,US Dollar,Cheque,0
2022/09/03 16:39,1,800000025,1,800000059,1183.09,US Dollar,1183.09,US Dollar,ACH,0
2022/09/03 16:52,1,800000057,1,800000026,269.52,US Dollar,269.52,US Dollar,ACH,0
2022/09/03 16:56,20,800000135,10,800000068,1577.25,US Dollar,1577.25,US Dollar,Cheque,0
2022/09/03 17:01,20,800000154,1,800000049,3591.91,US Dollar,3591.91,US Dollar,Wire,0
2022/09/03 17:05,10,800000100,1,800000034,288.18,US Dollar,288.18,US Dollar,Cheque,0
2022/09/03 17:20,20,800000140,20,800000147,1987.19,US Dollar,1987.19,US Dollar,ACH,1
2022/09/03 18:10,10,800000093,20,800000132,4234.02,US Dollar,4234.02,US Dollar,ACH,0
2022/09/03 18:18,20,800000144,10,800000076,1346.44,US Dollar,1346.44,US Dollar,ACH,0
2022/09/03 18:40,20,800000151,20,800000152,2600.00,US Dollar,2600.00,US Dollar,ACH,1
2022/09/03 18:42,1,800000041,10,800000081,3470.35,US Dollar,3470.35,US Dollar,Cheque,0
2022/09/03 18:44,1,800000049,10,800000072,3455.36,US Dollar,3455.36,US Dollar,ACH,0
2022/09/03 19:15,1,800000031,1,800000029,1495.73,US Dollar,1495.73,US Dollar,ACH,0
2022/09/03 19:20,20,800000140,20,800000148,2074.38,US Dollar,2074.38,US Dollar,ACH,1
2022/09/03 19:25,20,800000123,10,800000089,2427.24,US Dollar,2427.24,US Dollar,Wire,0
2022/09/03 19:32,10,800000075,20,800000129,3968.03,US Dollar,3968.03,US Dollar,Credit Card,0
2022/09/03 19:53,10,800000086,10,800000112,2485.88,US Dollar,2485.88,US Dollar,Wire,0
2022/09/03 20:01,10,800000100,10,800000068,3674.83,US Dollar,3674.83,US Dollar,Wire,0
2022/09/03 20:10,20,800000151,20,800000153,2653.41,US Dollar,2653.41,US Dollar,ACH,1
2022/09/03 20:12,20,800000146,10,800000118,585.53,US Dollar,585.53,US Dollar,ACH,0
2022/09/03 20:14,1,800000036,1,800000048,4024.27,US Dollar,4024.27,US Dollar,ACH,0
2022/09/03 20:24,20,800000149,10,800000093,3035.71,US Dollar,3035.71,US Dollar,Wire,0
2022/09/03 20:39,20,800000138,10,800000092,3746.09,US Dollar,3746.09,US Dollar,Wire,0
2022/09/03 20:50,10,800000112,10,800000093,399.28,US Dollar,399.28,US Dollar,Wire,0
2022/09/03 21:01,10,800000117,20,800000155,1450.76,US Dollar,1450.76,US Dollar,Wire,0
2022/09/03 21:02,1,800000037,1,800000058,93.42,US Dollar,93.42,US Dollar,Wire,0
2022/09/03 21:18,10,800000087,20,800000148,3669.32,US Dollar,3669.32,US Dollar,ACH,0
2022/09/03 21:20,20,800000140,20,800000149,2161.57,US Dollar,2161.57,US Dollar,ACH,1
2022/09/03 21:40,20,800000151,20,800000154,2706.82,US Dollar,2706.82,US Dollar,ACH,1
2022/09/03 21:49,10,800000100,20,800000131,2929.49,US Dollar,2929.49,US Dollar,ACH,0
2022/09/03 22:14,10,800000094,10,800000088,4573.89,US Dollar,4573.89,US Dollar,ACH,0
2022/09/03 22:23,20,800000152,20,800000136,757.47,US Dollar,757.47,US Dollar,Cheque,0
2022/09/03 22:32,10,800000091,10,800000090,2690.01,US Dollar,2690.01,US Dollar,Cheque,0
2022/09/03 22:50,10,800000102,10,800000077,1693.61,US Dollar,1693.61,US Dollar,Credit Card,0
2022/09/03 22:53,20,800000147,10,800000114,4440.47,US Dollar,4440.47,US Dollar,Credit Card,0
2022/09/03 23:10,20,800000151,20,800000155,2760.23,US Dollar,2760.23,US Dollar,ACH,1
2022/09/03 23:14,1,800000059,20,800000131,886.65,US Dollar,886.65,US Dollar,Credit Card,0
2022/09/03 23:20,20,800000140,20,800000150,2248.76,US Dollar,2248.76,US Dollar,ACH,1
2022/09/03 23:32,10,800000082,20,800000131,2847.14,US Dollar,2847.14,US Dollar,ACH,0
2022/09/03 23:35,10,800000065,1,800000047,4410.73,US Dollar,4410.73,US Dollar,Cheque,0
2022/09/04 00:06,10,800000083,1,800000040,2546.16,US Dollar,2546.16,US Dollar,Credit Card,0
2022/09/04 00:24,10,800000061,20,800000158,4579.12,US Dollar,4579.12,US Dollar,ACH,0
2022/09/04 00:30,10,800000082,1,800000032,3231.71,US Dollar,3231.71,US Dollar,Cheque,0
2022/09/04 00:40,10,800000106,20,800000149,3984.37,US Dollar,3984.37,US Dollar,Wire,0
2022/09/04 00:40,10,800000072,1,800000035,2757.85,US Dollar,2757.85,US Dollar,Credit Card,0
2022/09/04 00:42,20,800000130,10,800000064,663.63,US Dollar,663.63,US Dollar,Cheque,0
2022/09/04 01:13,1,800000047,10,800000083,960.05,US Dollar,960.05,US Dollar,Wire,0
2022/09/04 01:21,10,800000109,1,800000050,897.75,US Dollar,897.75,US Dollar,Wire,0
2022/09/04 01:22,20,800000128,10,800000067,2361.68,US Dollar,2361.68,US Dollar,Cheque,0
2022/09/04 01:24,10,800000094,1,800000028,1355.55,US Dollar,1355.55,US Dollar,Credit Card,0
2022/09/04 01:26,10,800000096,10,800000116,923.43,US Dollar,923.43,US Dollar,Wire,0
2022/09/04 01:30,1,800000020,20,800000153,4446.48,US Dollar,4446.48,US Dollar,Cheque,0
2022/09/04 01:37,20,800000155,20,800000128,4630.72,US Dollar,4630.72,US Dollar,Cheque,0
2022/09/04 01:45,10,800000090,1,800000057,4740.75,US Dollar,4740.75,US Dollar,Credit Card,0
2022/09/04 02:01,1,800000055,20,800000159,2369.50,US Dollar,2369.50,US Dollar,ACH,0
2022/09/04 02:05,1,800000036,20,800000126,1986.10,US Dollar,1986.10,US Dollar,Wire,0
2022/09/04 02:09,10,800000093,1,800000051,2774.01,US Dollar,2774.01,US Dollar,Wire,0
2022/09/04 02:10,10,800000092,10,800000060,2131.38,US Dollar,2131.38,US Dollar,Credit Card,0
2022/09/04 02:27,1,800000055,1,800000046,3264.32,US Dollar,3264.32,US Dollar,ACH,0
2022/09/04 02:46,1,800000039,1,800000048,343.35,US Dollar,343.35,US Dollar,Cheque,0
2022/09/04 02:48,20,800000133,20,800000149,2077.02,US Dollar,2077.02,US Dollar,Wire,0
2022/09/04 02:59,20,800000133,1,800000033,1016.90,US Dollar,1016.90,US Dollar,Cheque,0
2022/09/04 03:05,10,800000101,10,800000108,3420.32,US Dollar,3420.32,US Dollar,Credit Card,0
2022/09/04 03:08,1,800000045,1,800000055,74.61,US Dollar,74.61,US Dollar,Cheque,0
2022/09/04 03:12,1,800000040,10,800000084,982.43,US Dollar,982.43,US Dollar,Credit Card,0
2022/09/04 03:19,20,800000144,1,800000024,81.41,US Dollar,81.41,US Dollar,Wire,0
2022/09/04 03:37,1,800000036,10,800000106,149.91,US Dollar,149.91,US Dollar,Cheque,0
2022/09/04 03:38,10,800000080,20,800000146,174.85,US Dollar,174.85,US Dollar,Credit Card,0
2022/09/04 03:42,1,800000033,20,800000143,4202.06,US Dollar,4202.06,US Dollar,ACH,0
2022/09/04 03:43,20,800000155,1,800000022,3222.35,US Dollar,3222.35,US Dollar,Credit Card,0
2022/09/04 04:00,20,800000125,10,800000096,1356.98,US Dollar,1356.98,US Dollar,Cheque,0
2022/09/04 04:18,1,800000054,20,800000138,3220.99,US Dollar,3220.99,US Dollar,Credit Card,0
2022/09/04 04:31,20,800000145,10,800000101,2329.07,US Dollar,2329.07,US Dollar,Credit Card,0
2022/09/04 04:34,1,800000035,1,800000055,2513.75,US Dollar,2513.75,US Dollar,Credit Card,0
2022/09/04 04:40,1,800000054,10,800000069,3922.28,US Dollar,3922.28,US Dollar,Wire,0
2022/09/04 04:40,20,800000152,20,800000156,2550.00,US Dollar,2550.00,US Dollar,ACH,1
2022/09/04 04:48,10,800000114,10,800000100,2016.17,US Dollar,2016.17,US Dollar,Cheque,0
2022/09/04 04:58,10,800000065,20,800000146,2253.78,US Dollar,2253.78,US Dollar,Wire,0
2022/09/04 05:16,1,800000057,10,800000082,2573.04,US Dollar,2573.04,US Dollar,Cheque,0
2022/09/04 05:26,20,800000122,10,800000088,364.40,US Dollar,364.40,US Dollar,Credit Card,0
2022/09/04 05:27,10,800000081,1,800000034,1194.14,US Dollar,1194.14,US Dollar,ACH,0
2022/09/04 05:46,1,800000037,10,800000080,1967.93,US Dollar,1967.93,US Dollar,Cheque,0
2022/09/04 05:48,20,800000135,10,800000082,3614.76,US Dollar,3614.76,US Dollar,Wire,0
2022/09/04 05:51,10,800000113,1,800000031,1952.76,US Dollar,1952.76,US Dollar,Cheque,0
2022/09/04 05:52,10,800000069,10,800000114,3271.96,US Dollar,3271.96,US Dollar,Wire,0
2022/09/04 05:57,10,800000074,20,800000158,678.48,US Dollar,678.48,US Dollar,Wire,0
2022/09/04 06:05,20,800000143,1,800000047,1176.73,US Dollar,1176.73,US Dollar,Credit Card,0
2022/09/04 06:10,20,800000153,20,800000156,2599.17,US Dollar,2599.17,US Dollar,ACH,1
2022/09/04 06:13,10,800000104,10,800000097,2816.69,US Dollar,2816.69,US Dollar,ACH,0
2022/09/04 06:22,20,800000145,1,800000046,4195.42,US Dollar,4195.42,US Dollar,Credit Card,0
2022/09/04 06:35,20,800000136,20,800000126,4259.15,US Dollar,4259.15,US Dollar,Cheque,0
2022/09/04 06:36,1,800000047,1,800000026,4462.21,US Dollar,4462.21,US Dollar,Wire,0
2022/09/04 06:54,10,800000102,10,800000092,1654.34,US Dollar,1654.34,US Dollar,Cheque,0
2022/09/04 07:11,10,800000093,10,800000073,2091.97,US Dollar,2091.97,US Dollar,Credit Card,0
2022/09/04 07:14,1,800000043,20,800000149,1876.29,US Dollar,1876.29,US Dollar,ACH,0
2022/09/04 07:40,20,800000154,20,800000156,2648.34,US Dollar,2648.34,US Dollar,ACH,1
2022/09/04 07:41,1,800000030,1,800000040,2041.32,US Dollar,2041.32,US Dollar,Credit Card,0
2022/09/04 07:44,1,800000057,1,800000024,1288.68,US Dollar,1288.68,US Dollar,Wire,0
2022/09/04 08:07,1,800000055,1,800000047,2974.47,US Dollar,2974.47,US Dollar,Cheque,0
2022/09/04 08:13,1,800000038,10,800000068,3872.09,US Dollar,3872.09,US Dollar,Cheque,0
2022/09/04 08:44,20,800000133,10,800000097,3832.57,US Dollar,3832.57,US Dollar,ACH,0
2022/09/04 09:10,20,800000155,20,800000156,2697.51,US Dollar,2697.51,US Dollar,ACH,1
2022/09/04 09:21,20,800000128,1,800000036,1877.64,US Dollar,1877.64,US Dollar,Wire,0
2022/09/04 09:22,10,800000104,1,800000057,3796.06,US Dollar,3796.06,US Dollar,ACH,0
2022/09/04 09:55,1,800000041,10,800000083,2678.63,US Dollar,2678.63,US Dollar,Credit Card,0
2022/09/04 09:58,1,800000046,10,800000097,4088.89,US Dollar,4088.89,US Dollar,ACH,0
2022/09/04 09:58,20,800000128,1,800000033,4649.89,US Dollar,4649.89,US Dollar,Credit Card,0
2022/09/04 10:15,1,800000041,20,800000128,424.90,US Dollar,424.90,US Dollar,Cheque,0
2022/09/04 10:17,1,800000029,1,800000022,1467.36,US Dollar,1467.36,US Dollar,ACH,0
2022/09/04 10:35,1,800000033,10,800000088,1841.55,US Dollar,1841.55,US Dollar,ACH,0
2022/09/04 10:51,1,800000026,10,800000097,1025.87,US Dollar,1025.87,US Dollar,Cheque,0
2022/09/04 11:19,1,800000037,20,800000155,2725.63,US Dollar,2725.63,US Dollar,Cheque,0
2022/09/04 11:21,10,800000113,10,800000080,4655.55,US Dollar,4655.55,US Dollar,Credit Card,0
2022/09/04 11:27,20,800000155,10,800000100,2885.61,US Dollar,2885.61,US Dollar,Wire,0
2022/09/04 11:32,10,800000086,20,800000134,1069.21,US Dollar,1069.21,US Dollar,Credit Card,0
2022/09/04 12:10,10,800000103,10,800000101,821.88,US Dollar,821.88,US Dollar,Credit Card,0
2022/09/04 12:27,10,800000067,10,800000117,457.05,US Dollar,457.05,US Dollar,Credit Card,0
2022/09/04 12:57,10,800000062,20,800000139,4417.82,US Dollar,4417.82,US Dollar,ACH,0
2022/09/04 13:02,10,800000081,20,800000127,3085.02,US Dollar,3085.02,US Dollar,Wire,0
2022/09/04 13:14,1,800000057,1,800000036,649.41,US Dollar,649.41,US Dollar,Credit Card,0
2022/09/04 13:34,20,800000156,10,800000117,4582.16,US Dollar,4582.16,US Dollar,Wire,0
2022/09/04 13:45,20,800000132,10,800000109,3481.55,US Dollar,3481.55,US Dollar,Cheque,0
2022/09/04 13:52,1,800000033,20,800000142,859.93,US Dollar,859.93,US Dollar,Wire,0
2022/09/04 14:06,1,800000021,20,800000125,703.08,US Dollar,703.08,US Dollar,Cheque,0
2022/09/04 14:09,10,800000076,1,800000021,387.22,US Dollar,387.22,US Dollar,ACH,0
2022/09/04 14:20,20,800000120,20,800000145,725.32,US Dollar,725.32,US Dollar,Credit Card,0
2022/09/04 14:26,20,800000122,1,800000037,723.90,US Dollar,723.90,US Dollar,ACH,0
2022/09/04 14:30,20,800000126,10,800000116,2196.96,US Dollar,2196.96,US Dollar,ACH,0
2022/09/04 14:47,1,800000045,10,800000117,1370.37,US Dollar,1370.37,US Dollar,Credit Card,0
2022/09/04 15:12,10,800000069,10,800000064,2952.03,US Dollar,2952.03,US Dollar,Wire,0
2022/09/04 15:22,20,800000138,10,800000117,1332.25,US Dollar,1332.25,US Dollar,Cheque,0
2022/09/04 15:33,10,800000105,10,800000092,2208.16,US Dollar,2208.16,US Dollar,Wire,0
2022/09/04 15:34,1,800000030,1,800000027,435.81,US Dollar,435.81,US Dollar,Credit Card,0
2022/09/04 15:36,10,800000085,20,800000145,4640.91,US Dollar,4640.91,US Dollar,Wire,0
2022/09/04 15:46,10,800000074,20,800000147,1929.25,US Dollar,1929.25,US Dollar,Wire,0
2022/09/04 15:50,1,800000031,20,800000153,1482.74,US Dollar,1482.74,US Dollar,ACH,0
2022/09/04 16:07,10,800000087,20,800000121,671.67,US Dollar,671.67,US Dollar,Credit Card,0
